읍면동,-1,위도,경도
범물1동,22.04,35.817876,128.645957
범물2동,19.1,35.817492,128.643619
고산1동,21.35,35.837357,128.71234
고산2동,34.38,35.843515,128.69516
고산3동,22.57,35.844062,128.706434
성당동,23.82,35.844571,128.556307
두류1.2동,26.57,35.853715,128.555396
두류3동,23.91,35.853715,128.555396
감삼동,24.16,35.849176,128.540651
죽전동,30,35.854475,128.536923
장기동,26.97,35.845809,128.52358
용산1동,22.94,35.856591,128.531147
용산2동,23.32,35.858492,128.523298
이곡1동,22.17,35.851642,128.510688
이곡2동,21.85,35.855672,128.501679
신당동,-1,35.856765,128.492452
본리동,22.31,35.839957,128.538231
월성1동,20.78,35.819585,128.522523
월성2동,29.71,35.831006,128.528287
진천동,22.17,35.81273,128.525665
상인1동,20.75,35.814004,128.545271
상인2동,22.23,35.812566,128.536231
상인3동,25.61,35.810151,128.550124
도원동,25.05,35.794903,128.557398
송현1동,25.76,35.82937,128.553378
송현2동,23.13,35.832822,128.545555
본동,23.16,35.833732,128.539639
화원읍,31.32,35.786488,128.512007
논공읍,39.23,35.751967,128.43402
논공읍공단출장소,-1,35.751967,128.43402
다사읍,28.21,35.872454,128.466105
다사읍서재출장소,-1,35.872454,128.466105
유가읍,33.31,35.683289,128.486998
옥포읍,40.78,35.768441,128.40624
현풍읍,37.73,35.688545,128.349012
가창면,37.34,35.757807,128.61944
하빈면,43.53,35.897973,128.429277
구지면,37.13,35.656487,128.4029
연안동,28.19,37.45317,126.604489
신포동,23.69,37.47108,126.626664
신흥동,48.58,37.467609,126.6342
도원동,-1,37.467101,126.640189
율목동,23.69,37.47028,126.633812
동인천동,21.03,37.476847,126.629012
북성동,-1,37.475083,126.618383
송월동,29.84,37.479989,126.624149
영종동,39.75,37.493869,126.530965
영종1동,26.03,37.493287,126.565726
운서동,35.1,37.469661,126.45137
용유동,40.74,37.443933,126.402337
만석동,26.44,37.486203,126.620745
화수1.화평동,20.62,37.481695,126.629851
화수2동,36.7,37.484347,126.630096
송현1.2동,18.62,37.476218,126.636971
송현3동,25.26,37.48232,126.642615
송림1동,21.8,37.476219,126.640148
송림2동,16.5,37.475789,126.642688
송림3.5동,19.75,37.472977,126.646572
송림4동,25.74,37.478241,126.649868
송림6동,21.58,37.477327,126.647952
금창동,19.08,37.472557,126.639807
숭의2동,20.06,37.45982,126.647928
숭의4동,18.73,37.461873,126.658889
용현2동,26.88,37.456977,126.644396
용현3동,24.35,37.456289,126.652806
용현5동,22.38,37.449122,126.639836
학익1동,29.21,37.437918,126.65291
학익2동,21.19,37.444305,126.669498
도화1동,20.03,37.461867,126.668723
주안1동,21.72,37.461771,126.677835
주안2동,26.54,37.457071,126.669362
주안3동,22.65,37.44734,126.671749
주안4동,21.55,37.454612,126.690349
주안5동,21.97,37.469694,126.682941
주안6동,21.99,37.460614,126.692064
주안7동,19.15,37.445745,126.678106
주안8동,17,37.445823,126.685936
관교동,21.37,37.442709,126.694421
문학동,30.8,37.436565,126.685511
옥련1동,22.14,37.427402,126.655166
옥련2동,25.35,37.426225,126.648306
선학동,32.24,37.429679,126.69754
연수1동,21.1,37.422211,126.68148
연수2동,22.92,37.411683,126.681868
연수3동,20.23,37.419364,126.692013
청학동,21.62,37.424809,126.666431
동춘1동,30.32,37.409604,126.670823
동춘2동,27.43,37.402811,126.669362
동춘3동,24.13,37.40834,126.678673
송도1동,27.38,37.391064,126.652089
송도2동,27.27,37.400442,126.638548
송도3동,32.35,37.410183,126.678313
송도4동,-1,37.410183,126.678313
구월1동,21.15,37.452404,126.711624
구월2동,19.17,37.456117,126.713357
구월3동,21.98,37.452917,126.696809
구월4동,22.76,37.449702,126.724181
간석1동,19.64,37.45867,126.705345
간석2동,17.04,37.461683,126.708978
간석3동,22.49,37.466185,126.714541
간석4동,22.82,37.46662,126.700765
만수1동,24.15,37.448877,126.732117
만수2동,16.3,37.4593,126.731037
만수3동,21.94,37.461907,126.722956
만수4동,18.16,37.459529,126.735645
만수5동,20.04,37.457949,126.727793
만수6동,23.93,37.44382,126.737796
장수서창동,32.36,37.435672,126.747741
서창2동,26.26,37.447358,126.731623
남촌도림동,32.37,37.432178,126.715168
논현1동,-1,37.405983,126.729147
논현2동,-1,37.404205,126.716323
논현고잔동,26.44,37.3977,126.726441
부평1동,19.36,37.494168,126.720032
부평2동,28.98,37.486874,126.71794
부평3동,24.87,37.486111,126.708309
부평4동,18.48,37.500906,126.724893
부평5동,20.87,37.493609,126.728399
부평6동,22.13,37.486458,126.724449
산곡1동,21.76,37.506944,126.700236
산곡2동,20.82,37.505903,126.708771
산곡3동,22.47,37.490794,126.709709
산곡4동,20.18,37.501743,126.711511
청천1동,24.79,37.516756,126.701797
청천2동,23.84,37.514758,126.704512
갈산1동,21.23,37.517601,126.72729
갈산2동,23.21,37.510737,126.725789
삼산1동,23.54,37.518406,126.737638
삼산2동,21.84,37.511964,126.736039
부개1동,18.81,37.484834,126.736892
부개2동,22.32,37.494739,126.737121
부개3동,21.77,37.504318,126.73472
일신동,28.6,37.478258,126.742034
십정1동,21.3,37.475785,126.695949
십정2동,21.04,37.473844,126.707932
효성1동,20.52,37.532402,126.712115
효성2동,25.39,37.525162,126.710034
계산1동,21.76,37.542853,126.724507
계산2동,20.87,37.5442,126.728185
계산3동,23.62,37.536732,126.729171
계산4동,21.64,37.53455,126.741654
작전1동,19.95,37.530793,126.729883
작전2동,19.52,37.532883,126.723987
작전서운동,27.84,37.528007,126.736447
계양1동,39.43,37.576881,126.73415
계양2동,29.11,37.543621,126.737225
계양3동,37.45,37.537102,126.737663
검암경서동,29,37.564367,126.67359
연희동,-1,37.542215,126.661955
청라1동,26.82,37.531941,126.653811
청라2동,25.7,37.532257,126.641258
청라3동,37.56,37.534987,126.620254
가정1동,30.26,37.523228,126.674511
가정2동,25.31,37.526221,126.677807
가정3동,31.02,37.515365,126.677931
석남1동,27.81,37.511077,126.674794
석남2동,25.71,37.502747,126.674433
석남3동,28.13,37.507972,126.678355
신현원창동,28.94,37.51459,126.672311
가좌1동,26.2,37.493974,126.673095
가좌2동,21.49,37.4908,126.684945
가좌3동,22.66,37.492556,126.680007
가좌4동,24.71,37.48737,126.683614
검단동,-1,37.613617,126.653756
불로대곡동,28.74,37.617157,126.688862
원당동,-1,37.596935,126.70815
당하동,-1,37.587248,126.694176
오류왕길동,31.63,37.597704,126.637193
강화읍,35.02,37.75255,126.487386
선원면,43.85,37.716966,126.485604
불은면,44.34,37.68492,126.481494
길상면,43.1,37.628424,126.498073
화도면,47.1,37.619391,126.424426
양도면,51.02,37.673107,126.43254
내가면,43.65,37.723407,126.393653
하점면,50.98,37.762771,126.400349
양사면,48.97,37.801903,126.401935
송해면,54.3,37.779612,126.458683
교동면,50.08,37.786773,126.26542
삼산면,43.62,37.698796,126.320221
서도면,-1,37.662087,126.199614
서도면볼음출장소,-1,37.662087,126.199614
북도면,-1,37.532986,126.401593
북도면장봉출장소,-1,37.532986,126.401593
백령면,-1,37.953666,124.674859
대청면,-1,37.814583,124.709281
대청면소청출장소,-1,37.814583,124.709281
덕적면,-1,37.199128,126.091414
영흥면,33.83,37.257337,126.468083
자월면,-1,37.190871,126.249202
자월면이작출장소,-1,37.190871,126.249202
연평면,-1,37.660143,125.698806
충장동,21.18,35.149211,126.917783
동명동,20.7,35.150568,126.925425
계림1동,23.63,35.158538,126.919569
계림2동,20.08,35.15813,126.923383
산수1동,21,35.15733,126.930703
산수2동,23.17,35.154601,126.936117
지산1동,-1,35.149,126.932678
지산2동,-1,35.147997,126.934425
서남동,20.08,35.144905,126.923162
학동,24.46,35.136659,126.931489
학운동,24.15,35.132467,126.933541
지원1동,27.63,35.124759,126.932303
지원2동,40.69,35.120455,126.932831
양동,24.95,35.154518,126.899581
양3동,28.02,35.157398,126.894088
농성1동,21.97,35.156717,126.889685
농성2동,22.97,35.150386,126.890242
광천동,24.47,35.165526,126.880125
유덕동,34.14,35.165029,126.852042
치평동,21.08,35.153277,126.841847
상무1동,18.35,35.15378,126.867379
상무2동,21.13,35.146551,126.866415
화정1동,22.82,35.156383,126.877836
화정2동,23.46,35.14559,126.882373
화정3동,20.77,35.143449,126.876927
화정4동,21.17,35.141841,126.87369
서창동,28.92,35.108836,126.824706
금호1동,20.54,35.135188,126.857191
금호2동,18.79,35.128976,126.857102
풍암동,21.25,35.125289,126.875333
동천동,-1,35.170879,126.85971
양림동,21.15,35.138427,126.914392
방림1동,19.99,35.134369,126.918275
방림2동,22.39,35.131941,126.921983
봉선1동,18.14,35.130555,126.911084
봉선2동,20.28,35.123503,126.913789
사직동,-1,35.145716,126.907996
월산동,24.95,35.144857,126.895848
월산4동,23.56,35.146686,126.89083
월산5동,23.04,35.14014,126.892532
백운1동,17.79,35.138314,126.903903
백운2동,20.73,35.136119,126.902331
주월1동,19.82,35.131954,126.893334
주월2동,22.68,35.134665,126.894121
효덕동,24.18,35.11245,126.898567
송암동,29.23,35.111577,126.877101
대촌동,47.93,35.081335,126.834016
중흥1동,24.75,35.161642,126.913941
중흥2동,25.24,35.168279,126.909198
중흥3동,23.04,35.17228,126.917137
중앙동,-1,35.157376,126.906644
임동,24.76,35.163748,126.893617
신안동,24.51,35.168241,126.900055
용봉동,23.17,35.179188,126.900467
운암1동,18.89,35.174847,126.874409
운암2동,23.8,35.172539,126.885035
운암3동,25.62,35.182761,126.874344
동림동,28.1,35.181177,126.859182
우산동,32.92,35.174499,126.921312
풍향동,21.24,35.165231,126.926154
문화동,22.78,35.181406,126.936855
문흥1동,35.82,35.186824,126.921621
문흥2동,21.96,35.184401,126.921917
두암1동,25.9,35.171033,126.928932
두암2동,23.87,35.174125,126.931965
두암3동,22.5,35.163017,126.934767
삼각동,21.33,35.202981,126.906066
일곡동,20.9,35.210425,126.89595
매곡동,23.94,35.190747,126.889013
오치1동,27.63,35.189179,126.907909
오치2동,22.74,35.190005,126.900519
석곡동,43.26,35.214961,126.94996
건국동,-1,35.22293,126.881611
양산동,23.65,35.202918,126.878514
송정1동,24.68,35.140717,126.798867
송정2동,22.38,35.139114,126.794468
도산동,29.86,35.125733,126.79313
신흥동,-1,35.145233,126.800677
어룡동,30.41,35.14251,126.795121
우산동,-1,35.154971,126.815724
월곡1동,20.04,35.171813,126.809706
월곡2동,23.72,35.174399,126.807802
비아동,28.34,35.22443,126.825799
첨단1동,23,35.219648,126.842135
첨단2동,20.99,35.216288,126.843336
신가동,21.4,35.181299,126.829472
운남동,27.33,35.172642,126.821604
수완동,20.61,35.199515,126.828486
하남동,29.99,35.186013,126.796389
임곡동,43.38,35.21716,126.746207
동곡동,57.68,35.098697,126.772108
평동,27.72,35.124653,126.760276
삼도동,49.74,35.128304,126.691671
본량동,50.07,35.180771,126.728816
신창동,23.5,35.190432,126.846612
중앙동,-1,36.334595,127.438787
효동,22.99,36.316669,127.44062
신인동,25.83,36.323326,127.438044
판암1동,38.35,36.317351,127.457665
판암2동,23.2,36.320442,127.45741
용운동,26.92,36.332797,127.461245
대동,24.57,36.329219,127.445475
자양동,22.63,36.338072,127.44998
가양1동,25.23,36.347018,127.441416
가양2동,28.51,36.349064,127.447385
용전동,24.08,36.354042,127.434525
성남동,28.43,36.343791,127.433608
홍도동,24,36.347124,127.425752
삼성동,-1,36.339424,127.425095
대청동,-1,36.343578,127.492575
산내동,40,36.281815,127.467673
은행선화동,22.76,36.332381,127.416782
목동,23.65,36.333578,127.409121
중촌동,27.81,36.341977,127.408979
대흥동,-1,36.322732,127.424917
문창동,26.14,36.317935,127.435744
석교동,29.84,36.305898,127.438447
대사동,22.36,36.31056,127.422022
부사동,21.06,36.31148,127.431514
용두동,32.25,36.329899,127.406854
오류동,24.9,36.325204,127.405197
태평1동,31.17,36.326146,127.397059
태평2동,19.44,36.321303,127.392898
유천1동,27.6,36.315087,127.395229
유천2동,24.06,36.315432,127.399213
문화1동,23.4,36.315262,127.406787
문화2동,22.32,36.307744,127.399227
산성동,23.36,36.306364,127.390085
복수동,20.98,36.302356,127.376643
도마1동,24.92,36.316033,127.381145
도마2동,22.69,36.312849,127.373576
정림동,29.82,36.304096,127.364749
변동,24.73,36.327616,127.376331
용문동,-1,36.337956,127.396144
탄방동,20.8,36.345026,127.391611
괴정동,20.68,36.338694,127.379963
가장동,24.19,36.331413,127.387183
내동,22.32,36.334342,127.373303
갈마1동,20.55,36.352653,127.367831
갈마2동,22.55,36.346778,127.374852
월평1동,30.34,36.35469,127.357609
월평2동,23.17,36.36359,127.373893
월평3동,26.84,36.360318,127.366866
가수원동,29.28,36.303007,127.351608
관저1동,22.67,36.303848,127.33736
관저2동,28.25,36.299321,127.335205
기성동,43.97,36.255889,127.341638
둔산1동,20.29,36.35254,127.385814
둔산2동,21.63,36.353799,127.383465
만년동,29.25,36.367918,127.382796
둔산3동,25.59,36.353441,127.400024
진잠동,37.01,36.299828,127.316406
온천1동,26.05,36.353119,127.338904
온천2동,28.39,36.365372,127.333373
노은1동,29.65,36.368271,127.318449
노은2동,33.16,36.389472,127.32075
노은3동,23.02,36.386202,127.297594
신성동,30.81,36.384093,127.350222
전민동,25.41,36.402787,127.398786
구즉동,37.44,36.440463,127.383784
관평동,29.69,36.423694,127.389537
원신흥동,23.03,36.337679,127.345116
오정동,25.06,36.353853,127.414004
대화동,25.68,36.368944,127.407416
회덕동,41.22,36.376276,127.42147
비래동,29.95,36.362429,127.455001
송촌동,22.89,36.364589,127.442728
중리동,34.25,36.361531,127.426794
신탄진동,35.24,36.447867,127.435786
석봉동,26.46,36.450723,127.422479
덕암동,34.46,36.440531,127.420826
목상동,28.06,36.446643,127.413786
법1동,20.15,36.370759,127.426759
법2동,22.61,36.36721,127.430831
학성동,22.2,35.554786,129.334772
반구1동,27.21,35.556404,129.341637
반구2동,28.05,35.563344,129.340815
복산1동,25.12,35.563037,129.327033
복산2동,28.06,35.565725,129.334215
중앙동,-1,35.557375,129.323984
우정동,25.05,35.562825,129.310164
태화동,27.74,35.554269,129.292908
다운동,34.51,35.572201,129.269522
병영1동,25.59,35.57004,129.346553
병영2동,27.45,35.579187,129.345901
약사동,25.01,35.579275,129.330633
성안동,22.7,35.581425,129.309574
신정1동,-1,35.541387,129.306529
신정2동,-1,35.534648,129.307865
신정3동,-1,35.545019,129.316436
신정4동,-1,35.529286,129.314459
신정5동,26.63,35.544811,129.321428
달동,21.37,35.537262,129.326829
삼산동,26.1,35.542743,129.344685
삼호동,25.7,35.549922,129.265994
무거동,27.42,35.544981,129.263545
옥동,23.3,35.532353,129.281574
대현동,-1,35.526546,129.326796
수암동,19.81,35.524394,129.318437
선암동,33.63,35.51359,129.327178
야음장생포동,30.77,35.519669,129.339041
방어동,28.07,35.493904,129.410745
일산동,20.97,35.498393,129.433627
화정동,22.69,35.502654,129.415505
대송동,33.67,35.503162,129.418303
전하1동,24.83,35.516812,129.428553
전하2동,20.27,35.508868,129.426593
남목1동,27.33,35.539256,129.420802
남목2동,24.82,35.52463,129.431348
남목3동,33.94,35.546062,129.431343
농소1동,28.83,35.622741,129.356035
농소2동,25.9,35.638356,129.348383
농소3동,33.98,35.628665,129.339697
강동동,-1,35.61543,129.448318
효문동,27.61,35.567078,129.376618
송정동,-1,35.604204,129.368491
양정동,40.14,35.553208,129.389141
염포동,43.61,35.536371,129.399271
온산읍,35.61,35.430726,129.328614
언양읍,35.73,35.584771,129.159892
온양읍,36.93,35.417192,129.255799
범서읍,34.11,35.597028,129.246585
청량읍,42.8,35.49298,129.269145
서생면,37.52,35.367938,129.313059
웅촌면,39.1,35.46729,129.197954
두동면,40.63,35.662423,129.211619
두서면,48.08,35.67306,129.144113
상북면,37.54,35.593853,129.057332
삼남면,-1,35.532226,129.09602
삼동면,43.17,35.505216,129.15371
조치원읍,27.19,36.607996,127.286277
연기면,45.12,36.520383,127.276174
연동면,40.71,36.547587,127.327891
부강면,38.7,36.52408,127.3789
금남면,47.3,36.455308,127.300675
장군면,50.01,36.502933,127.20764
연서면,43.17,36.584109,127.245911
전의면,40.96,36.661648,127.188275
전동면,45.82,36.656412,127.250206
소정면,42.54,36.714468,127.168971
한솔동,28.17,36.477421,127.254099
새롬동,-1,36.485312,127.249124
도담동,24.74,36.514464,127.260252
아름동,27.13,36.517759,127.249648
종촌동,20.93,36.503379,127.247308
고운동,26.16,36.518625,127.235672
소담동,27.5,36.484429,127.301117
보람동,25.06,36.477784,127.289828
대평동,30.35,36.47039,127.274206
파장동,30.16,37.321841,126.997139
율천동,23.86,37.297607,126.971406
정자1동,25.57,37.302211,126.991297
정자2동,21.33,37.295117,127.000471
정자3동,18.8,37.295915,126.992588
영화동,20.47,37.291226,127.013594
송죽동,22.17,37.306444,127.0048
조원1동,23.31,37.301901,127.016534
조원2동,34.29,37.305591,127.009504
연무동,28.48,37.294225,127.027608
세류1동,26.06,37.262111,127.008044
세류2동,25.19,37.253367,127.013051
세류3동,22.79,37.258972,127.012031
평동,-1,37.258612,126.997099
서둔동,27.52,37.270156,126.987677
구운동,26.51,37.280865,126.970439
금곡동,-1,37.273697,126.944264
호매실동,25.98,37.262475,126.953068
권선1동,22.87,37.257671,127.024595
권선2동,22.87,37.251359,127.029602
곡선동,24.39,37.243144,127.033292
입북동,35.99,37.292298,126.957888
매교동,21.75,37.267946,127.016198
매산동,21.1,37.268616,127.005805
고등동,37.86,37.274253,127.003239
화서1동,24.88,37.276749,126.994749
화서2동,23.27,37.285165,126.986236
지동,20.49,37.280426,127.025023
우만1동,20.94,37.28531,127.029381
우만2동,25.77,37.277934,127.039726
인계동,24.35,37.268734,127.029875
행궁동,21.15,37.284091,127.012672
매탄1동,20.16,37.270423,127.04034
매탄2동,21.42,37.270174,127.047367
매탄3동,23.26,37.256417,127.043212
매탄4동,21.98,37.265084,127.048694
원천동,22.93,37.273197,127.056992
영통1동,21.6,37.266345,127.08054
영통2동,22.86,37.246952,127.056237
영통3동,21.54,37.251664,127.072084
망포1동,23.23,37.259508,127.046588
망포2동,21.4,37.259508,127.046588
광교1동,27.6,37.259508,127.046588
광교2동,33.94,37.259508,127.046588
신흥1동,24.27,37.443114,127.141136
신흥2동,21.89,37.448681,127.145808
신흥3동,29.19,37.443559,127.148974
태평1동,-1,37.440814,127.125985
태평2동,-1,37.44716,127.138648
태평3동,18.16,37.445559,127.132835
태평4동,20.48,37.448027,127.141328
수진1동,19.55,37.438576,127.139018
수진2동,37.21,37.437302,127.128704
단대동,18.97,37.454935,127.157288
산성동,-1,37.456607,127.15285
양지동,26.09,37.464154,127.166318
복정동,25.39,37.459224,127.131084
위례동,-1,37.468837,127.147025
신촌동,-1,37.458368,127.109323
고등동,-1,37.432338,127.095327
시흥동,44.12,37.418974,127.102176
성남동,-1,37.431366,127.132705
중앙동,-1,37.43995,127.152201
금광1동,21.64,37.445051,127.162428
금광2동,25.63,37.446297,127.163996
은행1동,21.36,37.452116,127.168871
은행2동,18.73,37.456797,127.166909
상대원1동,24.64,37.433324,127.164333
상대원2동,23.29,37.438949,127.158281
상대원3동,18.96,37.43972,127.165358
하대원동,31.74,37.428155,127.145883
도촌동,35,37.41386,127.159183
분당동,22.2,37.368891,127.144636
수내1동,24.38,37.375454,127.118005
수내2동,26.5,37.372474,127.120783
수내3동,18.3,37.366837,127.126088
정자동,20.4,37.364406,127.115493
정자1동,-1,37.361501,127.111463
정자2동,-1,37.366017,127.11518
정자3동,-1,37.360841,127.119531
서현1동,24.33,37.382804,127.126083
서현2동,19.18,37.376072,127.134562
이매1동,27.15,37.399572,127.127176
이매2동,28.47,37.399559,127.121811
야탑1동,20.09,37.412082,127.13016
야탑2동,22.06,37.40944,127.127344
야탑3동,20.7,37.410886,127.137855
판교동,28.31,37.393029,127.093552
삼평동,29.62,37.401993,127.108715
백현동,32.1,37.384961,127.101294
금곡동,-1,37.357838,127.097734
구미1동,28.05,37.349402,127.11173
구미동,21.62,37.343755,127.119392
운중동,36.21,37.393053,127.059705
의정부1동,-1,37.746353,127.047571
의정부2동,24.14,37.740774,127.042821
의정부3동,-1,37.73302,127.048888
호원1동,27.45,37.711952,127.048658
호원2동,24.58,37.726549,127.043185
장암동,39.02,37.707312,127.063234
신곡1동,26.29,37.731417,127.056838
신곡2동,20.61,37.743643,127.057943
송산1동,30.96,37.73113,127.086803
송산2동,-1,37.739751,127.089999
자금동,30.64,37.750331,127.058187
가능동,23.52,37.74415,127.020583
흥선동,29.34,37.736515,127.021228
녹양동,22.93,37.761514,127.030648
안양1동,23.25,37.399221,126.925926
안양2동,26.15,37.40494,126.917712
안양3동,19.52,37.396028,126.914667
안양4동,16.52,37.396526,126.917856
안양5동,18.07,37.394227,126.920735
안양6동,22.47,37.390037,126.930574
안양7동,20.79,37.392491,126.935915
안양8동,21.4,37.384156,126.931911
안양9동,29.12,37.391465,126.908397
석수1동,32.22,37.41958,126.910633
석수2동,28.17,37.41391,126.90937
석수3동,22.73,37.409156,126.895162
박달1동,19.7,37.403573,126.909114
박달2동,28.55,37.401675,126.901687
비산1동,-1,37.399865,126.933349
비산2동,18.4,37.397081,126.941395
비산3동,20.13,37.404401,126.94476
부흥동,24.36,37.393663,126.947124
달안동,20.66,37.396078,126.950174
관양1동,23.5,37.404739,126.964635
관양2동,21.2,37.402217,126.970994
부림동,18.6,37.398822,126.95986
평촌동,20.37,37.388738,126.967983
평안동,22.96,37.390399,126.964245
귀인동,24.99,37.38557,126.969427
호계1동,24.16,37.37092,126.958224
호계2동,22.49,37.381169,126.952617
호계3동,20.27,37.367663,126.958766
범계동,17.5,37.389755,126.952486
신촌동,-1,37.381933,126.956423
갈산동,26.14,37.376161,126.966123
심곡동,-1,37.489198,126.780918
부천동,-1,37.503526,126.766322
중동,-1,37.500646,126.769219
신중동,-1,37.503526,126.766322
상동,-1,37.500663,126.75187
대산동,-1,37.503526,126.766322
소사본동,-1,37.473461,126.795317
범안동,-1,37.503526,126.766322
성곡동,-1,37.514267,126.809388
오정동,-1,37.530468,126.783765
광명1동,27.25,37.488626,126.862681
광명2동,18.18,37.483353,126.855909
광명3동,20.36,37.480218,126.856941
광명4동,16,37.477176,126.856331
광명5동,21.13,37.478766,126.847488
광명6동,29.2,37.471671,126.848909
광명7동,21.36,37.469427,126.853544
철산1동,22.81,37.490749,126.867941
철산2동,21.62,37.484663,126.866597
철산3동,20.27,37.480933,126.870351
철산4동,20.72,37.474092,126.864507
하안1동,24.58,37.465154,126.86922
하안2동,15.94,37.464612,126.874722
하안3동,15.97,37.458712,126.881604
하안4동,19.33,37.465758,126.877768
소하1동,27.36,37.452203,126.885001
소하2동,30.8,37.44024,126.877777
학온동,40.66,37.415622,126.851292
팽성읍,34.67,36.961351,127.036877
안중읍,30.86,36.991062,126.936613
포승읍,37.9,36.990543,126.859368
청북읍,39.13,37.044898,126.934042
진위면,34.46,37.108071,127.088071
서탄면,33.65,37.102142,127.02144
고덕면,49.17,37.03734,127.027679
오성면,45.11,37.003336,126.991406
현덕면,42.65,36.944923,126.932405
중앙동,-1,37.055339,127.055996
서정동,23.05,37.064635,127.052192
송탄동,34.03,37.0426,127.086235
지산동,37.82,37.075861,127.079404
송북동,26.66,37.081613,127.060158
신장1동,19.98,37.088975,127.047806
신장2동,23.71,37.076442,127.052417
신평동,26.22,36.990041,127.092639
원평동,30.44,36.989334,127.080391
통복동,21.97,36.992773,127.076407
비전1동,27.75,37.000604,127.095243
비전2동,-1,36.990258,127.111812
세교동,29.92,37.008623,127.081035
생연1동,25.95,37.907354,127.065582
생연2동,24.06,37.901616,127.048974
중앙동,-1,37.907759,127.053204
보산동,29.12,37.923848,127.066408
불현동,31.21,37.898498,127.062397
송내동,24.72,37.878546,127.067515
소요동,31.01,37.929496,127.057237
상패동,37.07,37.909123,127.031478
일동,23.71,37.3121,126.87005
이동,23.29,37.310813,126.853408
사동,22.04,37.292535,126.840027
사이동,26.7,37.286397,126.840708
해양동,25.32,37.296456,126.830921
본오1동,26.4,37.289187,126.864585
본오2동,21,37.296209,126.872363
본오3동,22.56,37.30138,126.863747
부곡동,29.11,37.334535,126.868067
월피동,28.12,37.335293,126.846727
성포동,25.89,37.321934,126.848884
반월동,27.4,37.306059,126.90221
안산동,37.83,37.361958,126.873186
와동,24.32,37.339783,126.826831
고잔동,23.67,37.318762,126.831445
중앙동,-1,37.328301,126.834716
호수동,20.97,37.310371,126.824817
원곡동,28.14,37.327715,126.796068
백운동,25.19,37.324629,126.799141
신길동,27.72,37.331203,126.768976
초지동,29.16,37.310783,126.808341
선부1동,22.25,37.334179,126.80436
선부2동,29.88,37.338631,126.802653
선부3동,27.87,37.34501,126.812495
대부동,38.37,37.243684,126.585201
주교동,31.16,37.661123,126.827198
원신동,33.12,37.677635,126.875911
흥도동,29.69,37.644928,126.854342
성사1동,25.06,37.65463,126.841228
성사2동,22.75,37.652835,126.832813
효자동,41.46,37.670647,126.972162
삼송동,29.02,37.650969,126.887702
창릉동,31.16,37.646482,126.899282
고양동,30.24,37.707151,126.898725
관산동,29.15,37.701624,126.862281
능곡동,25.83,37.622785,126.818229
화정1동,-1,37.644706,126.833553
화정2동,-1,37.630554,126.835688
행주동,33.29,37.618405,126.825287
행신1동,19.24,37.622349,126.836032
행신2동,29.89,37.615129,126.832916
행신3동,21.98,37.626411,126.838596
화전동,32.24,37.606744,126.872233
대덕동,42.38,37.585526,126.875214
식사동,26.92,37.678915,126.816103
중산동,20.33,37.686083,126.784743
정발산동,24.76,37.670462,126.778004
풍산동,24.96,37.664083,126.799904
백석1동,24.74,37.65004,126.792357
백석2동,22.43,37.642856,126.786785
마두1동,23.68,37.655761,126.789646
마두2동,21.05,37.653608,126.784411
장항1동,37.84,37.64172,126.770226
장항2동,21.19,37.649922,126.778239
고봉동,30.76,37.701902,126.827191
일산1동,18.99,37.687141,126.768547
일산2동,19.88,37.684538,126.777286
일산3동,21.25,37.676942,126.770359
탄현동,20.97,37.697748,126.768757
주엽1동,21.94,37.670093,126.763297
주엽2동,18.72,37.674018,126.760421
대화동,-1,37.67213,126.74125
송포동,40.35,37.671511,126.735559
송산동,27.53,37.690911,126.754346
중앙동,-1,37.433968,126.976933
갈현동,28.35,37.415445,126.979376
별양동,19.77,37.427821,126.995648
부림동,-1,37.435318,126.998892
과천동,30.31,37.451762,126.996741
문원동,32.69,37.41785,127.002435
갈매동,33.42,37.631643,127.118113
동구동,31.42,37.611797,127.139483
인창동,22.19,37.613666,127.132529
교문1동,33.47,37.601151,127.127771
교문2동,22.8,37.587043,127.134129
수택1동,22.23,37.596514,127.149171
수택2동,18.77,37.593345,127.13965
수택3동,31.25,37.591509,127.138629
와부읍,31.85,37.594026,127.247094
진접읍,30.12,37.725539,127.193674
화도읍,30.64,37.652823,127.315926
화도읍동부출장소,-1,37.652823,127.315926
진건읍,34.87,37.656669,127.183788
오남읍,25.56,37.693814,127.231448
별내면,40.17,37.709877,127.126226
수동면,56.77,37.726333,127.304076
조안면,40.75,37.5668,127.299043
퇴계원면,-1,37.653497,127.143195
호평동,25.98,37.663845,127.249518
평내동,26.59,37.646444,127.235188
금곡동,-1,37.632038,127.212144
양정동,-1,37.61637,127.187163
다산1동,24.58,37.618575,127.158446
다산2동,28.84,37.598964,127.169335
별내동,31.48,37.666287,127.114484
중앙동,-1,37.149233,127.070567
남촌동,26.95,37.154574,127.06341
신장동,26.36,37.160084,127.063927
세마동,31.89,37.188257,127.040795
초평동,28.81,37.139866,127.040641
대원동,22.62,37.13869,127.071754
대야동,28.8,37.455404,126.788226
신천동,23.36,37.438687,126.780077
신현동,36.05,37.40617,126.784591
은행동,26.76,37.433712,126.79931
매화동,39.29,37.415894,126.811433
목감동,35.11,37.391185,126.870005
군자동,-1,37.360933,126.794747
월곶동,36.43,37.383883,126.758258
정왕본동,24.73,37.349328,126.746276
정왕1동,25.04,37.340157,126.743912
