읍면동,-1,위도,경도
정산면,48.51,36.423615,126.937121
목면,58.04,36.413465,126.994079
청남면,54.58,36.349094,126.94834
장평면,51.55,36.365446,126.884137
남양면,50.35,36.391422,126.771587
화성면,53.68,36.442975,126.715563
비봉면,-1,36.498732,126.781793
홍성읍,32.4,36.593042,126.662736
광천읍,40.34,36.508655,126.638558
홍북읍,40.75,36.641407,126.685405
금마면,42.66,36.608121,126.730491
홍동면,50.74,36.556711,126.704669
장곡면,48.1,36.502439,126.708476
은하면,54.5,36.530631,126.587925
결성면,48.97,36.550166,126.547998
서부면,49.38,36.574393,126.493158
갈산면,53.47,36.618534,126.54788
구항면,47.02,36.573059,126.618827
예산읍,33.65,36.703743,126.855025
삽교읍,42.03,36.691336,126.71479
대술면,51.44,36.666681,126.917926
신양면,61.26,36.602561,126.879714
광시면,49.17,36.563826,126.793596
대흥면,50.19,36.633042,126.821242
응봉면,48.14,36.6459,126.774659
덕산면,-1,36.677882,126.626867
봉산면,47.68,36.744407,126.667583
고덕면,-1,36.755918,126.723781
신암면,45.5,36.744668,126.805955
오가면,49.16,36.692665,126.790959
태안읍,34.27,36.753517,126.312574
안면읍,42,36.521006,126.357763
고남면,44.52,36.434603,126.396655
남면,-1,36.652477,126.309313
근흥면,41.39,36.713751,126.193408
소원면,47.74,36.777545,126.179669
원북면,46.73,36.836351,126.234225
이원면,-1,36.886641,126.289142
중앙동,-1,35.823525,127.140598
풍남동,20.49,35.817062,127.14806
노송동,22.65,35.82439,127.15834
완산동,31.48,35.80918,127.134811
동서학동,39.55,35.802505,127.158272
서서학동,22.71,35.793326,127.152561
중화산1동,20.36,35.814783,127.134363
중화산2동,21.13,35.817705,127.122236
서신동,22.52,35.832341,127.115854
평화1동,20.98,35.79545,127.139484
평화2동,27.3,35.78525,127.134827
삼천1동,22.09,35.796899,127.120429
삼천2동,21.18,35.785905,127.100031
삼천3동,33.21,35.796268,127.080686
효자1동,-1,35.805966,127.122852
효자2동,-1,35.805782,127.09922
효자3동,-1,35.824707,127.096516
효자4동,23.9,35.817669,127.101531
효자5동,22.46,35.829622,127.093284
진북동,24.69,35.827984,127.134031
인후1동,22.6,35.832647,127.159769
인후2동,24.38,35.842294,127.147535
인후3동,20.95,35.827898,127.161203
덕진동,24.86,35.845318,127.120647
금암1동,26.43,35.837423,127.13312
금암2동,22.3,35.838585,127.143081
팔복동,29.24,35.853657,127.106218
우아1동,23.57,35.816786,127.198479
우아2동,31.1,35.832748,127.170416
호성동,34.62,35.863625,127.149632
송천1동,23.05,35.859905,127.126133
송천2동,30.91,35.871638,127.122106
조촌동,25.68,35.874521,127.069241
동산동,26.05,35.867937,127.085086
혁신동,26.1,35.832386,127.061277
옥구읍,41.21,35.905719,126.690947
옥산면,-1,35.940927,126.740228
회현면,46.61,35.902136,126.760029
임피면,45.56,35.972277,126.859639
서수면,46.54,36.000472,126.879198
대야면,52.54,35.936447,126.831007
개정면,44.08,35.960587,126.786076
성산면,-1,36.000495,126.790589
나포면,50.19,36.028514,126.833266
옥도면,56.68,35.878781,126.379839
옥서면,41.21,35.911882,126.63173
해신동,28.71,35.989746,126.707026
월명동,19.79,35.984452,126.70505
신풍동,35.42,35.980073,126.703492
삼학동,21.84,35.976752,126.71225
중앙동,-1,35.985488,126.718462
흥남동,21.54,35.978601,126.715779
조촌동,-1,35.972777,126.741064
경암동,26.08,35.980424,126.731229
구암동,-1,35.982264,126.751969
개정동,33.18,35.967433,126.761027
수송동,22.42,35.96418,126.717354
나운1동,22.08,35.966794,126.694807
나운2동,20.22,35.965175,126.699212
나운3동,27.84,35.958803,126.689285
소룡동,36.48,35.971045,126.623614
미성동,-1,35.959238,126.656886
함열읍,38.5,36.061415,126.964369
오산면,53,35.937456,126.899693
황등면,42.11,36.017106,126.938213
함라면,48.23,36.040079,126.905092
웅포면,49.82,36.0932,126.891541
성당면,48.32,36.095854,126.92967
용안면,47.12,36.122172,126.955374
낭산면,42.28,36.060421,127.020892
망성면,43.02,36.118343,127.026194
여산면,49.35,36.051286,127.091193
금마면,-1,36.007198,127.041705
왕궁면,48.07,35.97328,127.083938
춘포면,44.87,35.926747,127.02344
삼기면,63.29,36.020404,126.993529
용동면,43.88,36.106437,126.99552
중앙동,-1,35.939766,126.952349
평화동,24.48,35.930698,126.942983
인화동,23.45,35.929485,126.953604
동산동,-1,35.926432,126.964293
마동,25.24,35.940177,126.964357
남중동,21.56,35.94942,126.956655
모현동,23.88,35.948187,126.945465
송학동,28.31,35.939547,126.933633
영등1동,21.87,35.95236,126.972479
영등2동,21.46,35.959897,126.977026
어양동,22.85,35.957715,126.983295
신동,23.75,35.964246,126.959742
팔봉동,35.16,35.961358,127.012626
삼성동,-1,35.962769,126.989383
신태인읍,42.9,35.701421,126.871697
북면,-1,35.596349,126.906213
입암면,49.22,35.503291,126.798651
소성면,50.09,35.559907,126.781041
고부면,47.2,35.606008,126.758048
영원면,49.08,35.651241,126.768237
덕천면,49.37,35.629949,126.827549
이평면,45.3,35.666675,126.829188
정우면,51.47,35.646791,126.886003
태인면,50.97,35.656919,126.936641
감곡면,-1,35.716485,126.928247
옹동면,48.32,35.6493,126.986434
칠보면,46.7,35.579389,126.964753
산내면,55.46,35.551254,127.04961
산외면,-1,35.625977,127.054411
수성동,23.95,35.57809,126.857862
장명동,31.76,35.567418,126.860617
내장상동,35.91,35.557382,126.868811
시기동,23.11,35.556923,126.853607
초산동,28.38,35.561933,126.852554
연지동,-1,35.572373,126.843414
농소동,42.24,35.587817,126.843887
상교동,47.43,35.550237,126.837754
운봉읍,43.69,35.430535,127.535414
주천면,-1,35.380691,127.45422
수지면,49.81,35.333733,127.375271
송동면,54.7,35.357174,127.343764
주생면,57.53,35.384885,127.30386
금지면,50.54,35.34006,127.280968
대강면,-1,35.363249,127.230629
대산면,43.58,35.425377,127.315339
사매면,51.03,35.478282,127.351873
덕과면,46.55,35.52505,127.369866
보절면,47.25,35.515758,127.416562
산동면,41,35.496709,127.472781
이백면,52.93,35.431093,127.459574
아영면,54.27,35.510787,127.593557
산내면,-1,35.379019,127.592667
인월면,43.49,35.465079,127.612914
동충동,23.8,35.411453,127.382654
죽항동,23.51,35.40874,127.388037
노암동,32.86,35.391684,127.378721
금동,25.74,35.402957,127.371225
왕정동,39.92,35.410667,127.370053
향교동,39.5,35.418721,127.381508
도통동,32.24,35.417464,127.394853
만경읍,44.94,35.868685,126.823212
죽산면,-1,35.774399,126.808168
백산면,52.91,35.8458,126.887378
용지면,42.98,35.844689,126.971002
백구면,42.45,35.887731,126.963258
부량면,53.63,35.738746,126.844473
공덕면,52.01,35.886119,126.90449
청하면,41.33,35.88749,126.850655
성덕면,51.75,35.818316,126.810732
진봉면,44.43,35.856113,126.752665
금구면,47.16,35.780873,127.01786
봉남면,50.17,35.742712,126.956916
황산면,53.66,35.788735,126.960363
금산면,33.43,35.714974,127.029545
광활면,56.84,35.824395,126.735222
요촌동,32.25,35.803211,126.888879
신풍동,-1,35.794511,126.896468
검산동,34.36,35.805339,126.908688
교월동,42.96,35.799186,126.876766
삼례읍,42.96,35.912986,127.085409
봉동읍,36.46,35.950182,127.137721
용진읍,49.52,35.897205,127.212746
상관면,61.74,35.760785,127.229794
이서면,40.83,35.825728,127.032016
소양면,51.57,35.857776,127.255684
구이면,50.83,35.706526,127.119544
고산면,44.86,35.971419,127.232377
비봉면,-1,36.011412,127.157677
운주면,48.79,36.072178,127.315007
화산면,56.82,36.050594,127.198901
동상면,45.9,35.939178,127.303
경천면,51.31,36.039501,127.277116
진안읍,48.35,35.776774,127.443895
용담면,50.93,35.950979,127.489954
안천면,53.7,35.902104,127.547021
동향면,51.57,35.836621,127.57366
상전면,59.83,35.847907,127.497202
백운면,-1,35.681167,127.42801
성수면,51.69,35.721222,127.31883
마령면,51.27,35.746376,127.361261
부귀면,55.66,35.838737,127.359824
정천면,52.68,35.890878,127.437194
주천면,-1,35.967763,127.400627
무주읍,45.01,36.011515,127.655877
무풍면,49.03,35.932289,127.847403
설천면,43.14,35.954327,127.783076
적상면,50.21,35.934861,127.672867
안성면,49.34,35.847142,127.678951
부남면,54.44,35.968867,127.569735
장수읍,42.64,35.623649,127.511492
산서면,45.25,35.582243,127.409361
번암면,51.33,35.555466,127.544865
장계면,47.78,35.726248,127.618165
천천면,52.46,35.733167,127.521437
계남면,49.64,35.686993,127.579882
계북면,55.09,35.789778,127.630816
임실읍,39.05,35.592447,127.266689
청웅면,48.37,35.565342,127.20793
운암면,47.02,35.612441,127.151603
신평면,-1,35.647468,127.23233
성수면,-1,35.627114,127.36008
오수면,47.87,35.541411,127.318645
신덕면,51.23,35.691118,127.180083
삼계면,46.01,35.50779,127.266324
관촌면,48.64,35.695313,127.282301
강진면,56.57,35.546604,127.14353
덕치면,55.09,35.4995,127.170737
지사면,48.89,35.579028,127.353688
순창읍,37.61,35.370442,127.13341
인계면,51.54,35.422902,127.159002
동계면,49.27,35.45647,127.249318
풍산면,50.74,35.332919,127.142479
금과면,55.21,35.33351,127.084207
팔덕면,46.69,35.394233,127.084974
쌍치면,52.22,35.50526,126.992028
복흥면,51.81,35.445274,126.936139
적성면,-1,35.423948,127.208347
유등면,52.18,35.374366,127.188428
구림면,49.04,35.462852,127.087195
고창읍,35.16,35.432089,126.703911
고수면,50.53,35.390079,126.681458
아산면,51.76,35.467275,126.611418
무장면,48.55,35.412029,126.574592
공음면,51.26,35.383261,126.526663
상하면,44.79,35.444348,126.479193
해리면,46.54,35.474816,126.512081
성송면,55.2,35.365163,126.635737
대산면,-1,35.339393,126.573174
심원면,53.04,35.512244,126.54586
흥덕면,51.44,35.536897,126.700043
성내면,47.66,35.53546,126.744747
신림면,-1,35.476899,126.722144
부안면,51.29,35.526773,126.642566
부안읍,37.1,35.708655,126.744899
주산면,-1,35.665105,126.709057
동진면,52.63,35.761008,126.74808
행안면,48.32,35.72287,126.705882
계화면,51.67,35.773722,126.675408
보안면,49.53,35.620464,126.665268
변산면,43.84,35.643087,126.535024
진서면,-1,35.604527,126.57155
백산면,-1,35.702321,126.792634
상서면,-1,35.669005,126.645651
하서면,50.2,35.713065,126.627843
줄포면,44.31,35.592582,126.694421
위도면,-1,35.60242,126.266712
용당1동,23.06,34.805944,126.391788
용당2동,21.09,34.804735,126.397854
연동,22.75,34.794701,126.391591
산정동,21.49,34.798452,126.387639
연산동,28.32,34.818714,126.383452
원산동,18.53,34.811858,126.381039
대성동,22.08,34.79935,126.382573
목원동,20.69,34.794697,126.381058
동명동,-1,34.789236,126.392101
삼학동,-1,34.790309,126.401641
만호동,20.59,34.78518,126.384565
유달동,34.88,34.786397,126.379199
죽교동,26.45,34.795393,126.367736
북항동,21.92,34.806999,126.369485
용해동,25.96,34.808055,126.405637
이로동,25.47,34.799196,126.409894
상동,-1,34.807745,126.418527
하당동,20.6,34.808612,126.420041
신흥동,-1,34.798872,126.418893
삼향동,36.5,34.830424,126.417831
옥암동,26.8,34.807621,126.443118
부흥동,-1,34.804349,126.434722
부주동,21.75,34.809336,126.446124
돌산읍,38.62,34.645775,127.762203
돌산읍우두출장소,-1,34.645775,127.762203
돌산읍죽포출장소,-1,34.645775,127.762203
소라면,38.64,34.788415,127.604585
율촌면,46.64,34.848142,127.570959
화양면,-1,34.691171,127.596175
남면,-1,34.509754,127.76283
화정면,51.22,34.597443,127.619185
화정면개도출장소,-1,34.597443,127.619185
삼산면,-1,34.152861,127.315647
동문동,36.54,34.741935,127.742882
한려동,27.77,34.744938,127.747372
중앙동,-1,34.738426,127.737509
충무동,-1,34.742666,127.730855
광림동,28.26,34.747562,127.727126
서강동,-1,34.741159,127.725869
대교동,26.22,34.735568,127.721301
국동,21.35,34.731703,127.714467
월호동,31.26,34.726143,127.711779
여서동,25.21,34.74738,127.706681
문수동,21.49,34.75551,127.698908
미평동,27.39,34.773927,127.709646
둔덕동,32.81,34.777524,127.69862
만덕동,37.03,34.775868,127.738712
쌍봉동,28.66,34.763491,127.665463
시전동,25.1,34.758165,127.679477
여천동,26.95,34.776516,127.667999
주삼동,42.43,34.793829,127.659996
삼일동,41,34.828087,127.687209
묘도동,47.09,34.883429,127.720836
승주읍,55.07,35.0176,127.362103
해룡면,38.06,34.905888,127.548029
해룡면상삼출장소,-1,34.905888,127.548029
해룡면신대출장소,-1,34.905888,127.548029
서면,-1,35.027874,127.493507
황전면,56.25,35.115986,127.45914
월등면,47.35,35.085812,127.390052
주암면,54.63,35.069012,127.246327
송광면,49.45,34.988808,127.247139
외서면,55.35,34.916089,127.272329
낙안면,43.95,34.921259,127.34617
별량면,49.31,34.8697,127.429366
상사면,43.87,34.937269,127.418838
향동,34.05,34.952768,127.479145
매곡동,-1,34.96301,127.479616
삼산동,-1,34.970898,127.483772
조곡동,28.59,34.95579,127.496907
덕연동,21.82,34.948392,127.510703
풍덕동,27.73,34.935015,127.504357
남제동,22.62,34.941393,127.487952
저전동,21.77,34.94853,127.47685
장천동,21.86,34.949717,127.488831
중앙동,-1,34.956082,127.48485
도사동,38.76,34.927598,127.491563
왕조1동,25.8,34.962531,127.520803
왕조2동,21.41,34.955301,127.532374
남평읍,38.55,35.02855,126.862589
세지면,51.92,34.927192,126.73286
왕곡면,45.42,34.960039,126.670449
반남면,47.96,34.913665,126.655068
공산면,44.75,34.949939,126.600997
동강면,48.58,34.927591,126.553078
다시면,47.86,35.015826,126.640359
문평면,54.76,35.067936,126.630911
노안면,52.14,35.083324,126.716799
금천면,49.78,35.023316,126.761578
산포면,46.58,35.030067,126.808389
다도면,48.13,34.934383,126.836252
봉황면,47.73,34.944719,126.782575
송월동,-1,35.01842,126.715545
영강동,34.99,35.003924,126.706888
금남동,33.11,35.032006,126.716549
성북동,-1,35.036367,126.719867
영산동,42.69,35.002301,126.72902
이창동,33.23,34.991646,126.709326
빛가람동,27.39,35.01829,126.774385
광양읍,37.71,34.958141,127.603487
봉강면,48.14,35.048797,127.565495
옥룡면,43.13,35.054091,127.614282
옥곡면,45.97,34.998035,127.67815
진상면,43.83,35.05396,127.684442
진월면,47.36,35.006427,127.75493
다압면,45.15,35.118981,127.664356
골약동,50.47,34.938512,127.678361
중마동,27.08,34.94096,127.69764
광영동,28.15,34.961298,127.716871
금호동,-1,34.921067,127.741908
태인동,36.15,34.945651,127.755363
담양읍,36.44,35.320872,126.982598
봉산면,-1,35.269114,126.955944
고서면,53.84,35.219972,126.973995
가사문학면,47.14,35.32118,126.988104
창평면,42.25,35.231246,127.014972
대덕면,-1,35.231179,127.058652
무정면,51,35.286476,127.047954
금성면,-1,35.344649,127.037426
용면,46.23,35.406745,127.005333
월산면,46.68,35.358808,126.931079
수북면,42.88,35.303497,126.923583
대전면,44.26,35.284533,126.887854
곡성읍,39.36,35.28004,127.271154
오곡면,49.75,35.233839,127.321468
삼기면,-1,35.213015,127.226546
석곡면,54.26,35.154528,127.238844
목사동면,61.31,35.107413,127.301994
죽곡면,53.66,35.161861,127.339497
고달면,46.47,35.277809,127.362806
옥과면,46.58,35.295776,127.141551
입면,45.05,35.297023,127.210882
겸면,51.1,35.253261,127.177142
오산면,-1,35.23166,127.125243
구례읍,37.42,35.203154,127.425934
문척면,41.64,35.166511,127.498862
간전면,49.83,35.152577,127.567479
토지면,46.99,35.239925,127.562181
마산면,-1,35.243251,127.499412
광의면,37.76,35.269951,127.467824
용방면,57.95,35.247989,127.423629
산동면,-1,35.319745,127.467828
고흥읍,40.7,34.602279,127.277214
도양읍,40.45,34.531441,127.151378
도양읍소록출장소,-1,34.531441,127.151378
도양읍시산출장소,-1,34.531441,127.151378
풍양면,47.78,34.555351,127.242152
도덕면,50.21,34.573173,127.182004
금산면,-1,34.459763,127.168571
도화면,48.11,34.49884,127.321217
포두면,50.08,34.565685,127.357454
봉래면,43.52,34.446432,127.493516
점암면,54.78,34.643539,127.40005
과역면,52.32,34.686806,127.384513
남양면,-1,34.741539,127.359099
동강면,-1,34.795367,127.335636
대서면,50.01,34.762443,127.281381
두원면,47.97,34.659564,127.277938
영남면,50.79,34.604738,127.455585
동일면,46.7,34.509477,127.46641
보성읍,44.53,34.751022,127.06966
벌교읍,50.8,34.846578,127.320671
노동면,61.07,34.810926,127.053675
미력면,54.61,34.808576,127.106458
겸백면,57.05,34.825669,127.158483
율어면,50.98,34.865951,127.202138
복내면,52.04,34.898939,127.122833
문덕면,46.84,34.938312,127.184646
조성면,53.03,34.803483,127.239167
득량면,48.86,34.751328,127.168096
득량면예당출장소,-1,34.751328,127.168096
회천면,48.36,34.6923,127.09471
웅치면,48.99,34.706897,127.021524
화순읍,36.05,35.062164,126.963322
한천면,48.15,34.970337,127.033152
한천면영외출장소,-1,34.970337,127.033152
춘양면,44.72,34.941428,126.949583
청풍면,-1,34.876102,126.953762
이양면,54.95,34.891022,127.030045
능주면,44.44,35.00511,126.956548
도곡면,41.4,35.00695,126.910501
도암면,50.04,34.912464,126.889602
이서면,-1,35.106586,127.068906
북면,-1,35.162586,127.140275
동복면,56.35,35.078282,127.147421
남면,-1,35.002094,127.124659
동면,-1,35.041116,127.043378
장흥읍,40.42,34.679745,126.904972
관산읍,41.28,34.553541,126.937638
대덕읍,49.72,34.493446,126.881881
용산면,-1,34.613379,126.926136
안양면,45.42,34.655516,126.989815
장동면,60.16,34.746443,126.978607
장평면,-1,34.807888,126.962953
유치면,53.08,34.796047,126.860481
부산면,57.37,34.732582,126.909342
회진면,43.23,34.477293,126.936526
강진읍,38.43,34.630743,126.739839
군동면,48.47,34.644576,126.823344
칠량면,51.86,34.574398,126.830819
대구면,51.52,34.514518,126.818184
도암면,-1,34.565082,126.722469
신전면,52.06,34.496914,126.717358
성전면,55.09,34.708986,126.712063
작천면,55.76,34.70922,126.770481
병영면,55.04,34.710573,126.825402
옴천면,53.84,34.757874,126.787061
마량면,47.55,34.473271,126.83074
해남읍,37.62,34.558036,126.566155
삼산면,-1,34.511763,126.604082
화산면,-1,34.483256,126.495142
현산면,57.2,34.45378,126.569517
송지면,45.76,34.368303,126.535108
북평면,-1,34.388957,126.610245
북일면,48.54,34.461784,126.678377
옥천면,-1,34.562801,126.655348
계곡면,55.8,34.654674,126.638223
마산면,-1,34.620819,126.556898
황산면,-1,34.571364,126.445782
산이면,50.42,34.657209,126.436261
문내면,48.36,34.606932,126.327771
화원면,49.31,34.688215,126.305317
영암읍,41.35,34.791123,126.724915
삼호읍,42.01,34.747142,126.463965
삼호읍서부출장소,-1,34.747142,126.463965
덕진면,47.18,34.830054,126.701839
금정면,48.14,34.853065,126.781794
신북면,-1,34.892339,126.689898
시종면,48.76,34.869369,126.592083
도포면,48.48,34.845162,126.641631
군서면,-1,34.779666,126.637505
서호면,53.85,34.772656,126.574785
학산면,-1,34.731629,126.599282
미암면,48.29,34.697092,126.562614
무안읍,40.11,34.992461,126.471291
일로읍,45.07,34.833873,126.508926
삼향읍,34.85,34.846408,126.446772
삼향읍남악출장소,-1,34.846408,126.446772
몽탄면,53.79,34.923593,126.499929
청계면,45.08,34.930581,126.429504
현경면,53.13,35.037539,126.412501
망운면,49.06,34.999837,126.381211
해제면,48.75,35.10195,126.29127
운남면,51.92,34.951292,126.338575
함평읍,45.9,35.067916,126.488862
손불면,49.69,35.141491,126.431981
신광면,48.3,35.162778,126.48779
학교면,47.51,35.020804,126.56165
엄다면,51.73,35.013434,126.514044
대동면,51.27,35.100057,126.539509
나산면,48.57,35.121915,126.604579
해보면,49.91,35.169948,126.575943
월야면,48.27,35.1911,126.626422
영광읍,39.59,35.294801,126.505709
백수읍,45.06,35.302022,126.402909
홍농읍,42.39,35.401937,126.445501
대마면,52.33,35.2996,126.591662
묘량면,55.51,35.243726,126.559427
불갑면,56.57,35.208939,126.512138
군서면,-1,35.26404,126.469701
군남면,-1,35.224124,126.438927
염산면,48.56,35.217131,126.36531
법성면,42.47,35.35346,126.471932
낙월면,-1,35.300124,126.088797
낙월면안마출장소,-1,35.300124,126.088797
장성읍,44.3,35.326538,126.815867
진원면,49.91,35.268689,126.840987
남면,-1,35.243471,126.798661
동화면,43.75,35.264548,126.719014
삼서면,46.24,35.232585,126.643651
삼계면,-1,35.285755,126.664761
황룡면,39.72,35.307828,126.731582
서삼면,48.31,35.349793,126.7514
북일면,-1,35.386481,126.777327
북이면,-1,35.431751,126.795728
북하면,52.41,35.407123,126.868998
완도읍,33.35,34.328584,126.715752
금일읍,-1,34.343542,127.058163
노화읍,-1,34.203003,126.56652
노화읍넙도출장소,-1,34.203003,126.56652
군외면,54.22,34.364759,126.665901
신지면,42.54,34.330723,126.839752
고금면,45.3,34.403676,126.807314
약산면,44.72,34.381116,126.905188
청산면,-1,34.163499,126.877075
청산면모도출장소,-1,34.163499,126.877075
소안면,-1,34.163873,126.646946
금당면,-1,34.435244,127.053545
보길면,-1,34.152299,126.546937
생일면,-1,34.31609,126.985761
진도읍,39.85,34.490403,126.240049
군내면,-1,34.535073,126.282928
고군면,41.63,34.486839,126.343584
의신면,46.84,34.43302,126.291492
임회면,48.05,34.394706,126.205529
지산면,47.75,34.439655,126.157449
조도면,-1,34.313315,126.023796
조도면가사출장소,-1,34.313315,126.023796
조도면거차출장소,-1,34.313315,126.023796
지도읍,44,35.060483,126.210251
지도읍선도출장소,-1,35.060483,126.210251
압해읍,44.26,34.88264,126.301598
압해읍매화출장소,-1,34.88264,126.301598
압해읍고이도출장소,-1,34.88264,126.301598
증도면,44.09,34.986367,126.156506
증도면병풍출장소,-1,34.986367,126.156506
임자면,-1,35.091979,126.081452
자은면,42.92,34.88759,126.045614
비금면,-1,34.759624,125.947659
도초면,-1,34.677282,125.937015
도초면우이도출장,-1,34.677282,125.937015
흑산면,-1,34.531789,125.322743
흑산면가거도출장,-1,34.531789,125.322743
흑산면태도출장소,-1,34.531789,125.322743
흑산면홍도출장소,-1,34.531789,125.322743
흑산면대둔도출장,-1,34.531789,125.322743
하의면,-1,34.609982,126.020868
신의면,-1,34.57909,126.074737
장산면,-1,34.640102,126.155785
안좌면,46.51,34.732289,126.127864
안좌면자라출장소,-1,34.732289,126.127864
팔금면,44.11,34.785349,126.139546
암태면,48.92,34.841267,126.108563
구룡포읍,41.73,35.985301,129.535429
연일읍,39.63,36.004189,129.316496
오천읍,32.02,35.918649,129.396512
대송면,38.68,35.944861,129.352928
동해면,46.2,35.997763,129.48694
장기면,45.33,35.902334,129.476568
호미곶면,37.18,36.052942,129.555276
상대동,25.51,36.012007,129.363692
해도동,28.29,36.019601,129.371089
송도동,27.95,36.033499,129.377277
청림동,-1,36.000117,129.410712
제철동,31.31,35.992318,129.397155
효곡동,24.96,36.008041,129.330847
대이동,24.01,36.017234,129.342982
흥해읍,38.9,36.107586,129.342553
신광면,-1,36.147019,129.254875
청하면,-1,36.192162,129.324205
송라면,40.78,36.24476,129.320686
기계면,51.36,36.08745,129.178303
죽장면,41.1,36.214933,129.140775
죽장면상옥출장소,-1,36.214933,129.140775
기북면,41.06,36.151387,129.183503
중앙동,-1,36.037857,129.3674
양학동,23.15,36.025056,129.350237
죽도동,23.47,36.026105,129.359497
용흥동,28.27,36.041716,129.349723
우창동,23.29,36.054657,129.361731
두호동,21.7,36.063982,129.380084
장량동,22.64,36.070135,129.378759
환여동,29.3,36.069931,129.397938
감포읍,42.15,35.806238,129.478526
안강읍,40.24,35.981397,129.184153
건천읍,46.83,35.831737,129.103245
외동읍,39.13,35.712278,129.313413
양북면,-1,35.798579,129.413944
양남면,42.15,35.704082,129.417765
내남면,51.33,35.7476,129.174754
산내면,-1,35.749125,129.037357
서면,-1,35.896736,129.065466
현곡면,45.23,35.896781,129.169965
강동면,-1,35.995421,129.272166
천북면,-1,35.90431,129.27671
중부동,21.4,35.842076,129.206254
황오동,25.72,35.84208,129.220168
성건동,25.62,35.851076,129.204785
황남동,37.01,35.834096,129.212884
선도동,30.86,35.84364,129.174852
월성동,39.73,35.836542,129.219651
용강동,-1,35.871726,129.232205
황성동,24.87,35.868609,129.215182
동천동,-1,35.850882,129.237196
불국동,30.1,35.775237,129.300534
보덕동,34.13,35.834681,129.287448
아포읍,52.95,36.15546,128.249745
농소면,47.91,36.078672,128.184051
남면,-1,36.095391,128.240238
개령면,50.74,36.1736,128.181482
감문면,47.05,36.221445,128.171915
어모면,47.63,36.203118,128.095344
봉산면,-1,36.17048,128.030733
대항면,44.6,36.100552,128.007927
감천면,52.29,36.06094,128.139941
조마면,49.11,36.009742,128.118251
구성면,52.52,36.042397,128.030816
지례면,44.12,35.965131,128.046629
부항면,49.23,36.000563,127.935697
대덕면,-1,35.91516,127.949527
증산면,49.67,35.879015,128.030298
자산동,28.81,36.122034,128.127873
평화남산동,24.35,36.125252,128.109381
양금동,40.54,36.11335,128.124116
대신동,-1,36.135177,128.11785
대곡동,26.47,36.124413,128.089272
지좌동,38.67,36.11504,128.136138
율곡동,26.66,36.124562,128.186491
풍산읍,50.44,36.593971,128.585186
와룡면,46.67,36.630414,128.792663
북후면,47.83,36.678375,128.675823
서후면,45.72,36.628252,128.656322
풍천면,43.93,36.525727,128.515842
일직면,55.89,36.464467,128.637778
남후면,52.53,36.528599,128.625619
남선면,46.64,36.507836,128.753298
임하면,50.84,36.510489,128.846834
길안면,57.17,36.413065,128.915585
임동면,54.92,36.578958,128.940032
예안면,46.05,36.68424,128.912545
도산면,43.94,36.748052,128.846704
녹전면,48.43,36.750304,128.76854
중구동,27.19,36.564736,128.737853
명륜동,-1,36.569382,128.729629
용상동,32.63,36.553935,128.76009
서구동,25.18,36.564337,128.717471
태화동,-1,36.560532,128.70879
평화동,-1,36.568605,128.715098
안기동,42.73,36.579146,128.718592
옥동,-1,36.558911,128.691784
송하동,31.31,36.570368,128.694288
강남동,-1,36.548815,128.726956
선산읍,42.1,36.242507,128.292813
고아읍,33.97,36.184211,128.328439
무을면,42.41,36.267466,128.188544
옥성면,49.82,36.303624,128.261185
도개면,54.36,36.30426,128.353706
해평면,53.11,36.2213,128.390661
산동면,-1,36.179312,128.454086
장천면,48.4,36.148093,128.513925
송정동,-1,36.118564,128.346572
원평1동,-1,36.127046,128.339899
원평2동,-1,36.13088,128.325884
도량동,27.14,36.142024,128.327597
지산동,-1,36.137031,128.349954
선주원남동,29.09,36.142548,128.310186
형곡1동,23.81,36.113975,128.334456
형곡2동,26.13,36.106221,128.3355
신평1동,26.63,36.12087,128.359236
신평2동,29.67,36.122932,128.365821
비산동,-1,36.125016,128.379573
공단1동,-1,36.119307,128.37217
공단2동,-1,36.101405,128.384458
광평동,31.66,36.109275,128.357783
상모사곡동,24.29,36.099739,128.357873
임오동,37.48,36.089123,128.36924
인동동,24.96,36.107025,128.420649
진미동,27.53,36.105986,128.418611
양포동,30.06,36.13701,128.425798
풍기읍,41.41,36.901989,128.488954
이산면,50.41,36.817704,128.69044
평은면,52.96,36.742066,128.700064
문수면,47.29,36.748616,128.624198
장수면,54.1,36.779734,128.568379
안정면,48.28,36.842781,128.556826
봉현면,48.64,36.827177,128.496885
순흥면,48.33,36.93332,128.549435
단산면,49.81,36.968337,128.594766
부석면,-1,36.990292,128.655622
상망동,40.86,36.842736,128.645906
하망동,22.54,36.828755,128.633233
영주1동,22.55,36.826536,128.619909
영주2동,22.13,36.820739,128.618775
휴천1동,34.29,36.818482,128.629887
휴천2동,24.85,36.81008,128.621749
휴천3동,36.47,36.817809,128.625903
가흥1동,28.95,36.818734,128.617941
가흥2동,38.58,36.829354,128.611849
금호읍,43.24,35.921699,128.899361
청통면,47.51,35.994784,128.814924
신녕면,51.9,36.054943,128.758782
화산면,-1,36.039559,128.855057
화북면,51.64,36.130932,128.943593
화남면,52.98,36.080969,128.896308
자양면,47.45,36.101975,129.040477
임고면,54.61,36.043116,129.034986
고경면,52.45,35.983165,129.06167
북안면,54.66,35.900618,129.003971
대창면,43.14,35.864137,128.919128
